age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
57;blue-collar;married;tertiary;yes;-552;no;no;cellular;21;may;8;1;-1;0;unknown;no
33;blue-collar;married;primary;no;2493;yes;no;unknown;12;jul;38;4;-1;0;unknown;no
40;technician;married;primary;no;-4499;no;no;cellular;4;jul;393;1;-1;0;unknown;no
52;admin.;divorced;tertiary;no;-3707;yes;no;cellular;9;jun;104;3;246;20;success;yes
56;housemaid;married;tertiary;no;3139;no;no;cellular;1;feb;459;3;-1;0;unknown;no
45;admin.;married;secondary;no;-3802;yes;no;cellular;18;may;187;1;-1;0;unknown;no
35;admin.;single;secondary;yes;8961;yes;yes;cellular;24;apr;3;1;-1;0;unknown;no
42;retired;single;tertiary;no;1740;yes;no;unknown;18;oct;318;1;-1;0;unknown;no
37;unemployed;divorced;secondary;no;-2219;yes;no;cellular;5;jul;84;2;375;17;failure;no
36;blue-collar;married;tertiary;no;-425;yes;yes;unknown;14;may;84;2;-1;0;unknown;no
47;self-employed;married;primary;no;1909;no;no;cellular;19;may;100;4;-1;0;unknown;no
45;housemaid;divorced;secondary;no;1435;no;yes;cellular;28;may;95;4;-1;0;unknown;no
45;blue-collar;single;tertiary;no;-2801;yes;no;cellular;1;may;12;1;-1;0;unknown;yes
37;blue-collar;married;secondary;no;2201;no;no;unknown;9;jul;5;3;-1;0;unknown;no
56;blue-collar;married;secondary;no;-4195;no;no;cellular;9;feb;281;2;-1;0;unknown;no
32;housemaid;divorced;tertiary;no;5579;no;no;cellular;23;aug;157;2;169;9;failure;no
21;blue-collar;married;tertiary;no;-738;yes;no;unknown;22;may;226;10;-1;0;unknown;no
33;admin.;married;secondary;no;84;yes;no;cellular;26;may;214;1;281;14;failure;no
45;admin.;married;secondary;no;4276;yes;no;unknown;16;may;101;1;-1;0;unknown;no
38;admin.;married;unknown;no;3198;no;no;cellular;25;aug;20;1;-1;0;unknown;no
29;technician;divorced;secondary;no;4310;no;no;cellular;27;may;1754;1;-1;0;unknown;yes
55;admin.;single;secondary;no;3829;no;no;cellular;6;may;390;5;-1;0;unknown;yes
19;admin.;divorced;secondary;no;2073;yes;yes;cellular;3;may;41;4;476;18;success;no
39;self-employed;married;primary;no;-2363;yes;yes;cellular;20;oct;30;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;-3653;no;no;cellular;12;feb;20;2;-1;0;unknown;no
66;student;single;secondary;no;1524;no;no;cellular;27;aug;79;4;-1;0;unknown;no
51;technician;married;tertiary;no;942;yes;no;unknown;6;may;192;2;640;7;unknown;no
46;blue-collar;married;tertiary;no;3294;yes;no;cellular;20;sep;17;1;-1;0;unknown;no
65;blue-collar;single;secondary;no;-1004;no;no;cellular;10;jan;66;4;638;15;unknown;no
48;unknown;married;secondary;no;-1557;no;yes;telephone;2;may;53;2;-1;0;unknown;no
50;entrepreneur;single;tertiary;no;926;no;no;unknown;6;nov;27;5;-1;0;unknown;no
35;blue-collar;married;tertiary;no;91;no;no;cellular;25;may;131;3;-1;0;unknown;yes
55;retired;married;primary;no;-3248;no;no;cellular;6;may;1116;1;-1;0;unknown;yes
30;management;married;tertiary;no;1450;no;yes;cellular;5;may;34;5;-1;0;unknown;no
34;services;single;primary;no;8246;yes;yes;cellular;26;may;34;1;-1;0;unknown;no
59;technician;married;primary;no;1679;no;no;cellular;19;may;179;2;-1;0;unknown;yes
40;blue-collar;divorced;secondary;no;4785;no;no;cellular;13;jul;133;3;175;9;failure;no
43;blue-collar;single;secondary;no;6213;no;no;telephone;23;may;884;1;-1;0;unknown;yes
61;admin.;married;secondary;no;1763;no;yes;cellular;10;jun;185;1;-1;0;unknown;no
33;retired;divorced;primary;no;3034;no;no;cellular;7;may;63;1;6;4;success;no
41;technician;married;primary;no;-108;no;yes;cellular;20;feb;36;5;-1;0;unknown;no
25;technician;married;secondary;no;-1985;yes;no;cellular;5;may;75;2;307;1;unknown;no
49;admin.;married;secondary;no;-812;yes;no;unknown;30;oct;1;6;-1;0;unknown;no
50;retired;single;primary;no;5839;no;no;cellular;31;jul;30;1;-1;0;unknown;yes
44;services;single;primary;no;260;no;yes;cellular;3;nov;198;1;-1;0;unknown;no
32;unemployed;single;tertiary;no;1120;no;no;cellular;29;may;737;1;-1;0;unknown;no
46;blue-collar;married;secondary;no;-916;yes;no;cellular;1;jun;145;2;-1;0;unknown;no
32;entrepreneur;married;primary;no;1861;no;no;cellular;28;may;2;1;756;3;failure;yes
25;admin.;married;unknown;no;4088;yes;no;cellular;8;jun;394;1;123;22;failure;yes
51;technician;single;tertiary;no;7009;no;no;unknown;3;nov;185;1;-1;0;unknown;no
42;admin.;married;secondary;no;-4362;yes;no;cellular;3;jun;313;1;468;22;unknown;yes
36;management;married;primary;no;602;no;yes;cellular;19;aug;30;4;49;3;failure;no
47;blue-collar;married;primary;no;3352;yes;no;unknown;3;may;196;1;-1;0;unknown;no
27;technician;single;primary;no;3869;yes;yes;cellular;12;may;435;1;398;8;success;no
51;blue-collar;married;secondary;no;4648;yes;yes;cellular;31;jun;321;2;-1;0;unknown;no
47;technician;married;primary;no;-142;yes;no;cellular;1;aug;64;3;131;19;other;no
24;blue-collar;single;primary;no;-3652;yes;yes;cellular;24;jun;47;1;-1;0;unknown;no
54;blue-collar;divorced;primary;no;5643;no;no;cellular;30;may;884;3;-1;0;unknown;yes
67;services;married;secondary;no;2805;yes;no;unknown;26;may;157;1;-1;0;unknown;no
56;blue-collar;divorced;secondary;no;1680;yes;no;telephone;2;jun;140;2;-1;0;unknown;no
55;unemployed;divorced;tertiary;no;3531;no;no;unknown;10;jun;612;5;634;3;unknown;no
40;management;divorced;primary;no;1415;yes;no;cellular;6;jul;90;2;-1;0;unknown;no
20;blue-collar;single;tertiary;no;3339;no;no;cellular;24;nov;75;8;-1;0;unknown;no
39;student;married;tertiary;no;-4693;yes;no;cellular;10;jun;54;4;-1;0;unknown;no
39;student;married;secondary;no;3600;no;no;unknown;31;may;79;2;-1;0;unknown;no
38;blue-collar;married;secondary;no;4178;yes;no;cellular;9;may;635;2;-1;0;unknown;no
35;blue-collar;married;secondary;no;2484;yes;no;cellular;29;aug;370;5;-1;0;unknown;yes
44;services;married;secondary;no;-271;no;no;cellular;19;jul;123;1;-1;0;unknown;no
34;services;married;tertiary;no;1229;no;no;unknown;6;feb;429;2;-1;0;unknown;no
31;housemaid;single;tertiary;no;4524;yes;no;telephone;27;nov;67;3;469;15;unknown;no
38;blue-collar;married;tertiary;no;3429;yes;no;cellular;17;jul;41;1;-1;0;unknown;no
39;management;married;primary;no;2814;yes;no;cellular;13;may;404;5;-1;0;unknown;yes
35;entrepreneur;single;unknown;no;3368;no;yes;telephone;20;may;270;2;-1;0;unknown;no
55;management;married;tertiary;no;3141;no;no;telephone;7;dec;26;2;-1;0;unknown;no
46;blue-collar;married;tertiary;no;-242;no;yes;cellular;15;may;352;2;-1;0;unknown;yes
49;management;married;primary;no;1302;yes;yes;cellular;12;jul;12;2;-1;0;unknown;no
51;unknown;married;primary;no;4694;yes;no;cellular;22;may;586;3;-1;0;unknown;no
36;blue-collar;single;secondary;no;1556;yes;no;cellular;7;jan;29;4;-1;0;unknown;no
60;management;single;secondary;no;-1902;no;no;cellular;16;nov;95;5;-1;0;unknown;no
49;management;single;tertiary;no;-961;no;no;unknown;4;jul;134;1;-1;0;unknown;no
46;blue-collar;single;secondary;no;-1001;no;no;unknown;26;dec;10;2;-1;0;unknown;no
28;admin.;single;tertiary;no;-2105;no;no;unknown;30;dec;982;1;-1;0;unknown;yes
30;technician;single;tertiary;no;-1313;yes;no;cellular;18;jun;384;1;-1;0;unknown;no
46;technician;married;tertiary;no;6950;yes;yes;unknown;20;jun;91;1;283;15;failure;no
29;blue-collar;divorced;secondary;no;982;no;no;cellular;27;may;23;4;463;21;success;yes
35;technician;married;secondary;no;6267;no;no;cellular;2;jul;162;1;-1;0;unknown;no
42;technician;married;primary;no;4653;no;yes;cellular;5;nov;528;1;-1;0;unknown;no
37;services;married;secondary;no;-2071;no;yes;cellular;4;aug;291;4;-1;0;unknown;no
49;services;married;tertiary;no;116;yes;no;cellular;15;apr;44;4;-1;0;unknown;no
51;entrepreneur;married;primary;no;-1237;yes;no;cellular;3;oct;364;7;-1;0;unknown;no
29;admin.;married;secondary;no;3236;no;no;cellular;1;may;70;1;-1;0;unknown;no
36;technician;married;tertiary;no;1742;yes;no;cellular;13;jul;10;1;-1;0;unknown;no
37;blue-collar;married;primary;no;-3153;yes;no;cellular;2;apr;707;2;-1;0;unknown;yes
38;admin.;single;tertiary;no;554;yes;yes;cellular;25;aug;240;1;-1;0;unknown;no
44;technician;single;secondary;no;1640;yes;yes;unknown;26;feb;46;4;-1;0;unknown;no
19;blue-collar;married;unknown;no;2298;no;yes;cellular;30;may;65;3;-1;0;unknown;no
40;unemployed;married;secondary;no;-1782;yes;no;cellular;27;may;51;2;-1;0;unknown;no
19;admin.;married;secondary;no;-242;no;no;unknown;9;feb;414;1;-1;0;unknown;no
46;admin.;married;tertiary;no;1699;yes;no;cellular;6;jun;311;3;-1;0;unknown;yes
35;unknown;single;secondary;no;1824;yes;no;cellular;19;jul;391;1;-1;0;unknown;no
42;blue-collar;married;secondary;no;-1496;yes;no;unknown;7;may;257;6;-1;0;unknown;no
38;admin.;single;primary;no;1107;no;no;cellular;3;jun;67;7;463;6;success;no
51;admin.;married;tertiary;no;163;no;no;cellular;3;may;111;1;-1;0;unknown;no
33;blue-collar;married;tertiary;no;3746;no;no;cellular;18;jun;123;3;-1;0;unknown;yes
37;unknown;single;tertiary;no;547;yes;no;unknown;30;jul;36;2;358;13;failure;no
47;admin.;single;secondary;no;3050;no;no;cellular;26;feb;789;1;-1;0;unknown;yes
63;retired;single;secondary;no;3893;no;no;unknown;24;apr;169;2;845;13;failure;no
32;admin.;married;secondary;no;3341;yes;no;cellular;5;jun;410;6;-1;0;unknown;no
53;admin.;married;secondary;no;4047;yes;no;cellular;16;jan;164;1;-1;0;unknown;no
27;blue-collar;single;secondary;no;697;yes;no;unknown;7;may;237;7;-1;0;unknown;no
32;technician;single;tertiary;no;-2212;yes;no;cellular;29;may;145;2;-1;0;unknown;no
58;admin.;married;primary;no;-2189;yes;yes;cellular;2;aug;737;1;-1;0;unknown;no
43;blue-collar;married;tertiary;no;2878;yes;no;cellular;23;feb;51;3;-1;0;unknown;no
41;blue-collar;married;primary;no;7384;no;no;unknown;22;may;98;5;177;18;unknown;no
36;blue-collar;married;primary;no;-529;yes;no;cellular;20;may;268;1;-1;0;unknown;no
34;services;single;tertiary;no;5550;yes;yes;unknown;31;may;99;2;-1;0;unknown;no
35;blue-collar;married;tertiary;no;-2732;no;no;cellular;11;nov;939;1;-1;0;unknown;yes
54;blue-collar;divorced;secondary;no;1705;no;yes;cellular;7;may;90;3;-1;0;unknown;no
29;blue-collar;single;secondary;no;-3228;yes;no;telephone;14;may;75;3;-1;0;unknown;no
28;blue-collar;married;tertiary;yes;-744;no;no;cellular;4;may;52;2;181;15;success;no
31;blue-collar;divorced;tertiary;no;-1906;yes;no;cellular;21;nov;64;1;-1;0;unknown;no
37;blue-collar;married;tertiary;no;4599;no;no;cellular;18;may;355;1;247;10;unknown;no
19;blue-collar;single;tertiary;no;7047;no;no;cellular;15;jun;193;1;-1;0;unknown;no
29;management;married;tertiary;no;-3837;no;no;cellular;26;aug;1;1;-1;0;unknown;no
44;blue-collar;married;secondary;no;-1209;yes;yes;cellular;5;aug;168;3;-1;0;unknown;no
44;housemaid;married;unknown;no;8297;yes;no;cellular;21;may;57;1;-1;0;unknown;no
55;services;divorced;secondary;no;6715;no;no;unknown;10;may;126;1;-1;0;unknown;no
43;student;married;tertiary;no;3082;yes;no;cellular;19;may;37;4;-1;0;unknown;no
47;blue-collar;married;secondary;no;501;no;no;cellular;5;jul;41;1;-1;0;unknown;no
54;technician;married;secondary;no;-1496;yes;no;cellular;1;may;19;1;-1;0;unknown;no
36;student;single;primary;no;33;yes;no;unknown;22;may;698;3;-1;0;unknown;no
52;self-employed;married;secondary;no;-616;yes;no;cellular;5;aug;30;2;-1;0;unknown;no
46;admin.;single;secondary;no;4364;yes;no;cellular;22;aug;50;5;-1;0;unknown;no
38;blue-collar;married;secondary;no;517;yes;no;telephone;20;aug;523;5;440;13;unknown;no
49;admin.;divorced;primary;no;1921;yes;no;unknown;31;jul;685;1;-1;0;unknown;no
25;retired;divorced;tertiary;no;9134;no;no;cellular;24;may;46;4;-1;0;unknown;no
39;technician;divorced;secondary;no;1191;no;yes;cellular;1;apr;167;1;-1;0;unknown;no
39;entrepreneur;married;secondary;no;1181;no;no;telephone;26;nov;206;3;-1;0;unknown;yes
51;management;married;secondary;no;4934;yes;no;cellular;11;jul;41;3;751;9;unknown;no
41;blue-collar;married;secondary;no;3783;yes;no;cellular;27;oct;392;1;-1;0;unknown;no
45;blue-collar;married;secondary;no;2717;yes;no;cellular;25;oct;123;1;-1;0;unknown;no
51;housemaid;single;tertiary;no;-3839;yes;no;cellular;23;jun;7;1;564;14;success;no
40;services;married;unknown;no;7730;yes;no;cellular;17;nov;23;1;-1;0;unknown;no
22;services;single;secondary;no;3673;no;yes;unknown;25;may;168;1;493;5;failure;no
42;blue-collar;divorced;secondary;no;3622;no;no;cellular;1;jul;248;2;-1;0;unknown;no
28;services;married;tertiary;no;5304;no;no;unknown;14;apr;643;2;56;22;unknown;yes
42;technician;married;tertiary;yes;4770;no;no;cellular;20;jun;671;1;-1;0;unknown;yes
42;admin.;single;unknown;no;849;no;no;cellular;7;may;801;2;47;20;failure;yes
55;admin.;divorced;tertiary;no;7400;yes;yes;cellular;11;may;37;1;851;17;success;no
41;technician;divorced;tertiary;no;-346;yes;yes;cellular;23;may;713;4;-1;0;unknown;no
38;self-employed;divorced;secondary;no;-4659;no;no;unknown;21;jun;158;1;-1;0;unknown;no
34;blue-collar;single;secondary;no;571;no;no;cellular;4;feb;331;1;-1;0;unknown;no
43;technician;single;secondary;no;-2485;yes;no;unknown;9;aug;16;1;343;13;success;no
53;blue-collar;single;tertiary;no;2419;no;no;cellular;4;sep;424;1;-1;0;unknown;no
28;technician;single;unknown;no;-773;yes;no;cellular;25;apr;66;1;277;7;success;no
46;unemployed;married;tertiary;no;2027;yes;no;cellular;15;may;452;1;-1;0;unknown;no
36;self-employed;divorced;primary;no;509;yes;no;cellular;12;may;152;9;-1;0;unknown;no
38;unemployed;married;secondary;no;2234;yes;no;unknown;20;aug;692;2;-1;0;unknown;no
32;blue-collar;married;unknown;no;-978;yes;no;cellular;1;apr;35;1;-1;0;unknown;no
29;technician;married;tertiary;no;-296;no;no;cellular;26;may;25;1;-1;0;unknown;no
43;admin.;single;primary;no;-3442;yes;no;cellular;24;jun;176;2;-1;0;unknown;no
42;admin.;single;secondary;no;2425;no;yes;unknown;10;feb;228;3;-1;0;unknown;no
39;blue-collar;married;tertiary;no;3828;yes;yes;cellular;12;may;136;2;-1;0;unknown;no
45;admin.;married;tertiary;no;3470;no;yes;cellular;21;jul;130;4;-1;0;unknown;no
26;blue-collar;married;secondary;no;-654;yes;no;cellular;29;aug;937;2;-1;0;unknown;yes
43;technician;divorced;secondary;no;2460;no;no;cellular;18;nov;531;2;335;17;failure;no
46;retired;married;tertiary;no;-489;yes;yes;cellular;26;nov;44;1;-1;0;unknown;no
33;admin.;married;primary;no;-91;yes;no;cellular;3;may;83;8;271;4;success;no
42;admin.;married;secondary;no;-4754;yes;yes;cellular;19;oct;668;2;-1;0;unknown;no
49;admin.;married;tertiary;no;2166;no;no;cellular;11;jun;245;2;-1;0;unknown;no
32;unemployed;married;tertiary;no;1667;yes;no;cellular;25;sep;150;7;338;12;unknown;no
47;admin.;married;secondary;no;2513;no;yes;cellular;27;may;663;4;-1;0;unknown;yes
39;unemployed;married;unknown;no;8293;no;no;cellular;17;may;162;1;-1;0;unknown;no
46;self-employed;married;secondary;no;-2180;yes;yes;unknown;27;may;408;3;-1;0;unknown;no
41;blue-collar;married;secondary;no;5271;no;no;cellular;15;jun;208;1;-1;0;unknown;no
28;management;single;secondary;no;2896;no;no;cellular;27;apr;241;2;-1;0;unknown;no
36;management;married;secondary;no;-340;no;no;unknown;15;aug;277;1;-1;0;unknown;no
40;self-employed;married;primary;no;4101;no;yes;unknown;21;nov;266;6;-1;0;unknown;no
24;admin.;single;tertiary;no;1523;no;no;cellular;29;may;224;1;-1;0;unknown;no
65;blue-collar;married;tertiary;no;2437;no;no;cellular;18;nov;152;1;-1;0;unknown;no
37;blue-collar;married;secondary;no;-929;yes;no;unknown;7;apr;287;1;-1;0;unknown;no
41;services;married;tertiary;no;529;yes;no;unknown;15;jul;37;1;-1;0;unknown;no
37;services;married;secondary;no;-2176;yes;no;cellular;10;may;45;3;-1;0;unknown;no
31;blue-collar;married;secondary;no;3710;yes;yes;cellular;14;may;127;2;-1;0;unknown;no
43;blue-collar;married;tertiary;no;7187;no;no;cellular;9;may;147;5;124;10;failure;no
42;retired;single;secondary;no;-235;yes;no;cellular;3;jul;328;5;-1;0;unknown;yes
19;technician;divorced;tertiary;no;2525;yes;no;cellular;6;jun;192;1;824;15;failure;no
38;services;married;secondary;no;-278;yes;no;unknown;8;nov;108;3;-1;0;unknown;no
43;self-employed;single;tertiary;no;-3698;no;yes;cellular;19;aug;288;1;-1;0;unknown;no
31;admin.;single;secondary;no;524;yes;no;cellular;29;dec;147;2;-1;0;unknown;no
24;admin.;single;secondary;no;1322;yes;no;cellular;25;may;4;2;-1;0;unknown;no
52;technician;married;secondary;no;4520;yes;no;unknown;10;jun;113;4;-1;0;unknown;no
39;admin.;married;tertiary;no;3685;yes;no;cellular;27;jul;200;2;-1;0;unknown;yes
21;technician;married;secondary;no;2255;no;no;cellular;24;jul;344;1;-1;0;unknown;no
45;services;married;primary;no;2923;no;no;cellular;2;dec;66;2;-1;0;unknown;yes
28;technician;married;secondary;no;-3789;yes;no;cellular;19;may;285;1;-1;0;unknown;no
58;entrepreneur;married;tertiary;no;10328;yes;no;cellular;19;may;120;3;-1;0;unknown;no
35;blue-collar;married;tertiary;no;-3886;no;no;cellular;12;jun;115;6;-1;0;unknown;no
19;blue-collar;married;secondary;no;5926;yes;no;cellular;9;may;292;2;-1;0;unknown;yes
54;admin.;single;secondary;no;-1723;yes;no;cellular;3;jul;280;3;-1;0;unknown;yes
40;admin.;divorced;secondary;no;1535;yes;no;cellular;13;apr;30;3;-1;0;unknown;no
33;technician;divorced;secondary;no;5340;no;no;unknown;3;nov;70;1;-1;0;unknown;no
42;admin.;divorced;tertiary;no;6572;yes;no;cellular;19;may;1261;1;-1;0;unknown;yes
46;technician;married;secondary;no;1268;yes;no;cellular;16;apr;135;1;670;8;failure;no
61;blue-collar;married;secondary;no;-491;no;no;cellular;11;may;692;4;-1;0;unknown;yes
34;services;single;tertiary;no;-1662;yes;no;cellular;14;oct;262;1;-1;0;unknown;no
31;technician;married;tertiary;no;62;no;no;cellular;4;jul;130;2;821;17;unknown;no
71;technician;married;unknown;no;-746;yes;no;cellular;17;jul;313;3;634;10;other;yes
27;unemployed;married;secondary;no;5997;no;no;cellular;21;jul;211;1;-1;0;unknown;no
39;services;married;secondary;no;-1515;no;no;cellular;16;may;476;3;-1;0;unknown;no
34;blue-collar;married;secondary;no;-2773;yes;no;cellular;28;may;463;2;-1;0;unknown;no
30;management;single;tertiary;no;-521;yes;no;cellular;26;aug;129;3;-1;0;unknown;yes
36;services;married;primary;no;6947;no;no;cellular;30;nov;73;1;95;1;failure;no
31;self-employed;divorced;primary;no;-885;no;yes;unknown;3;may;269;1;-1;0;unknown;no
45;management;married;tertiary;no;3164;yes;no;cellular;28;may;459;8;693;22;failure;yes
40;blue-collar;married;tertiary;no;3745;yes;no;cellular;24;nov;6;4;319;22;failure;yes
37;housemaid;married;secondary;no;-2071;no;no;cellular;17;may;51;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;1571;no;no;cellular;2;may;1377;1;-1;0;unknown;no
20;self-employed;single;secondary;no;1690;no;no;unknown;18;may;300;3;-1;0;unknown;yes
40;unknown;single;secondary;no;3105;yes;no;cellular;17;jul;123;7;-1;0;unknown;yes
36;technician;married;primary;no;4003;yes;yes;telephone;10;jun;13;3;-1;0;unknown;no
39;management;married;secondary;no;-507;yes;no;cellular;18;may;64;3;-1;0;unknown;no
46;housemaid;married;secondary;no;407;no;no;cellular;17;may;182;3;200;21;success;no
43;services;divorced;secondary;no;1238;yes;no;unknown;13;jul;47;3;75;21;success;yes
53;blue-collar;single;secondary;no;9398;no;no;unknown;9;may;108;5;-1;0;unknown;no
37;admin.;married;tertiary;no;-2663;yes;no;telephone;16;aug;3;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;951;yes;no;unknown;22;jul;186;4;-1;0;unknown;no
44;blue-collar;single;secondary;no;1973;yes;no;unknown;4;jun;129;1;-1;0;unknown;no
23;blue-collar;married;secondary;no;-1232;no;yes;cellular;3;may;142;5;-1;0;unknown;no
55;services;married;primary;no;3578;yes;yes;cellular;7;nov;130;3;-1;0;unknown;no
46;blue-collar;married;secondary;no;-1242;no;yes;cellular;19;jul;450;1;-1;0;unknown;no
35;blue-collar;married;primary;no;1244;no;no;cellular;26;nov;529;4;-1;0;unknown;yes
37;management;single;secondary;no;-2045;yes;no;unknown;30;jun;186;1;-1;0;unknown;no
51;technician;single;secondary;no;-2311;yes;no;unknown;27;jun;59;2;-1;0;unknown;yes
33;technician;married;secondary;no;225;yes;no;cellular;2;may;175;1;-1;0;unknown;no
51;blue-collar;married;tertiary;no;-46;no;no;cellular;16;jun;339;6;-1;0;unknown;yes
53;services;single;primary;no;1679;no;no;unknown;11;jul;116;3;-1;0;unknown;no
35;services;married;secondary;no;2162;yes;no;cellular;6;apr;12;2;-1;0;unknown;no
31;housemaid;single;tertiary;no;6186;no;no;cellular;20;jul;207;7;-1;0;unknown;yes
52;technician;married;secondary;no;-676;yes;no;cellular;25;jul;68;1;-1;0;unknown;no
48;blue-collar;single;tertiary;no;-4785;no;no;cellular;6;may;236;3;-1;0;unknown;no
41;admin.;single;secondary;no;-3134;yes;yes;cellular;21;apr;6;1;600;18;failure;no
43;management;married;unknown;no;-19;yes;yes;cellular;7;may;1215;3;-1;0;unknown;yes
37;admin.;married;secondary;no;-2255;yes;no;cellular;23;may;445;4;-1;0;unknown;no
42;blue-collar;single;secondary;no;2501;no;yes;cellular;24;aug;39;1;-1;0;unknown;no
51;unemployed;married;tertiary;no;-4395;no;no;cellular;10;aug;358;1;-1;0;unknown;no
52;services;married;secondary;no;-2200;no;no;cellular;30;nov;246;1;-1;0;unknown;no
51;technician;married;secondary;no;-2168;yes;yes;telephone;17;apr;186;3;-1;0;unknown;no
39;management;married;tertiary;no;-831;yes;no;unknown;18;jul;453;5;-1;0;unknown;no
28;technician;married;tertiary;no;-986;no;no;cellular;4;nov;147;6;-1;0;unknown;no
65;admin.;married;tertiary;no;1210;yes;yes;unknown;7;jul;134;2;-1;0;unknown;no
28;technician;married;unknown;no;2131;yes;no;cellular;13;jun;30;1;-1;0;unknown;no
43;technician;married;secondary;no;955;yes;no;telephone;15;jun;244;3;-1;0;unknown;yes
41;blue-collar;married;tertiary;no;1238;yes;no;unknown;31;jun;833;11;-1;0;unknown;no
61;admin.;single;tertiary;no;968;no;no;cellular;21;may;454;1;-1;0;unknown;no
56;services;married;secondary;no;-2694;yes;no;cellular;23;oct;78;1;-1;0;unknown;no
19;admin.;married;primary;yes;2812;no;no;cellular;24;nov;9;1;-1;0;unknown;no
21;entrepreneur;married;tertiary;no;70;no;no;unknown;24;jun;40;1;520;17;failure;no
56;blue-collar;married;tertiary;no;-5336;no;no;cellular;19;nov;589;2;-1;0;unknown;no
50;management;married;secondary;no;-922;no;no;unknown;18;may;164;2;-1;0;unknown;no
32;entrepreneur;married;primary;no;-2049;yes;no;cellular;10;nov;35;4;-1;0;unknown;no
44;self-employed;single;secondary;no;1289;no;yes;cellular;23;jul;13;3;-1;0;unknown;no
37;services;married;secondary;no;2831;no;no;cellular;21;may;16;1;-1;0;unknown;no
38;admin.;married;secondary;no;-1592;yes;no;unknown;17;aug;28;6;-1;0;unknown;no
46;admin.;married;secondary;no;1038;yes;no;unknown;28;aug;71;1;-1;0;unknown;no
46;retired;single;secondary;no;4353;yes;no;cellular;19;may;42;1;-1;0;unknown;no
38;blue-collar;divorced;secondary;no;-861;yes;no;cellular;10;may;25;6;-1;0;unknown;no
36;admin.;married;unknown;no;1887;yes;no;cellular;14;may;239;1;290;21;failure;yes
35;admin.;married;secondary;no;1182;yes;no;unknown;31;feb;5;1;-1;0;unknown;no
35;services;married;secondary;no;1530;yes;no;cellular;15;nov;13;1;-1;0;unknown;no
28;unemployed;married;primary;no;2298;yes;no;unknown;8;aug;86;1;567;3;failure;no
52;retired;married;unknown;no;2627;yes;no;cellular;17;may;5;1;-1;0;unknown;no
71;entrepreneur;single;tertiary;no;1044;yes;no;cellular;9;aug;881;3;-1;0;unknown;yes
39;admin.;single;tertiary;no;-1781;no;no;cellular;1;may;216;10;-1;0;unknown;no
40;services;married;secondary;no;1259;yes;no;cellular;8;may;2;2;-1;0;unknown;no
73;blue-collar;divorced;secondary;no;1809;no;no;cellular;7;jul;345;1;-1;0;unknown;no
23;blue-collar;married;primary;no;-953;yes;yes;cellular;29;jan;599;1;483;5;success;no
33;admin.;single;unknown;no;406;yes;no;unknown;13;aug;558;1;-1;0;unknown;yes
44;retired;married;tertiary;no;1235;no;no;cellular;14;jul;89;1;-1;0;unknown;no
39;admin.;married;secondary;no;3640;no;no;cellular;11;may;117;1;-1;0;unknown;yes
33;blue-collar;married;primary;no;8368;yes;no;cellular;21;may;74;1;-1;0;unknown;yes
63;admin.;married;tertiary;no;1546;no;no;unknown;3;jul;40;1;764;19;failure;no
51;admin.;divorced;tertiary;no;3023;yes;no;cellular;29;aug;185;7;-1;0;unknown;no
46;management;single;tertiary;no;3206;yes;no;unknown;28;nov;125;3;314;19;failure;yes
52;blue-collar;married;secondary;no;2061;yes;no;cellular;22;feb;105;1;-1;0;unknown;no
44;admin.;single;tertiary;no;-2841;yes;no;cellular;24;may;26;3;-1;0;unknown;no
50;blue-collar;single;primary;no;-2079;no;no;unknown;18;may;26;1;-1;0;unknown;no
49;blue-collar;married;tertiary;no;261;no;no;cellular;29;aug;364;1;-1;0;unknown;no
20;student;married;secondary;no;-1500;no;no;cellular;6;jul;424;8;-1;0;unknown;no
40;housemaid;married;secondary;no;-1079;yes;no;unknown;3;oct;71;1;-1;0;unknown;no
40;entrepreneur;married;secondary;no;-2549;no;yes;cellular;29;aug;102;4;-1;0;unknown;no
30;admin.;married;tertiary;no;3283;yes;no;cellular;4;jun;223;4;-1;0;unknown;no
34;technician;married;secondary;yes;-4722;no;yes;unknown;15;aug;268;2;-1;0;unknown;no
38;retired;single;secondary;no;3598;yes;no;cellular;24;may;88;1;-1;0;unknown;no
39;admin.;single;secondary;no;5261;no;no;cellular;12;may;538;4;-1;0;unknown;yes
58;student;married;secondary;no;3611;yes;no;cellular;11;feb;89;1;-1;0;unknown;no
51;management;single;secondary;no;-1527;no;no;cellular;26;jul;246;1;-1;0;unknown;no
38;entrepreneur;divorced;primary;no;2386;yes;no;cellular;16;jun;274;2;-1;0;unknown;no
53;retired;married;secondary;yes;2722;yes;no;unknown;19;nov;660;2;-1;0;unknown;no
37;services;married;secondary;no;-3150;yes;no;unknown;13;jun;3;1;-1;0;unknown;no
19;admin.;married;secondary;no;4761;yes;no;cellular;30;jun;265;2;-1;0;unknown;no
38;self-employed;married;secondary;no;1475;yes;yes;telephone;2;jun;11;1;-1;0;unknown;no
54;retired;married;secondary;no;4440;no;no;cellular;6;apr;179;3;-1;0;unknown;yes
